MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,osteoblast differentiation,is a part of bone development,,IMP,MGI:3696052 ,J:163789 
MGI:1338024,Mapk11,mitogen-activated protein kinase 11,15,,osteoblast differentiation,is a part of bone development,,IMP,,J:163789 
MGI:1346865,Mapk14,mitogen-activated protein kinase 14,17,,osteoblast differentiation,is a part of bone development,,IMP,MGI:3696052 ,J:163789 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,osteoblast differentiation,,,IEP,,J:175375 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,osteoblast differentiation,"happens in sternum,results in the differentiation of osteoblast",,IGI,MGI:99533 ,J:119152 
MGI:99458,Mef2c,myocyte enhancer factor 2C,13,,positive regulation of osteoblast differentiation,,,IMP,,J:175375 
MGI:99533,Mef2d,myocyte enhancer factor 2D,3,,osteoblast differentiation,"happens in sternum,results in the differentiation of hypertrophic chondrocyte",,IGI,MGI:99458 ,J:119152 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,negative regulation of osteoblast differentiation,,,IDA,,J:93345 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,negative regulation of osteoblast differentiation,,,IGI,MGI:96648 ,J:96882 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,negative regulation of osteoblast differentiation,,,ISO,O00255 ,J:73065 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast development,,,IGI,MGI:1201674 ,J:93345 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast development,,,IGI,MGI:96648 ,J:96882 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast development,,,ISO,O00255 ,J:73065 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast fate commitment,,,IGI,MGI:109452 ,J:93345 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast fate commitment,,,IGI,MGI:1328787 ,J:93345 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,osteoblast fate commitment,,,IGI,MGI:99829 ,J:93345 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,positive regulation of osteoblast differentiation,,,IGI,MGI:88177 ,J:93345 
MGI:2676897,Mir23a,microRNA 23a,8,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676909,Mir30c-1,microRNA 30c-1,4,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:3619048,Mir30c-2,microRNA 30c-2,1,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676818,Mir133a-1,microRNA 133a-1,18,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:3618718,Mir133a-2,microRNA 133a-2,2,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676820,Mir135a-1,microRNA 135a-1,9,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676822,Mir137,microRNA 137,3,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676852,Mir188,microRNA 188,X,,regulation of osteoblast differentiation,,,IDA,,J:222099 
MGI:2676852,Mir188,microRNA 188,X,,regulation of osteoblast differentiation,,,IMP,,J:222099 
MGI:2676879,Mir204,microRNA 204,19,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676880,Mir205,microRNA 205,1,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2676886,Mir210,microRNA 210,7,,positive regulation of osteoblast differentiation,,,IDA,,J:150848 
MGI:2676886,Mir210,microRNA 210,7,,positive regulation of osteoblast differentiation,,,IMP,,J:150848 
MGI:2676890,Mir214,microRNA 214,1,,negative regulation of osteoblast differentiation,,,IMP,,J:166193 
MGI:2676893,Mir217,microRNA 217,11,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:3619352,Mir338,microRNA 338,11,,negative regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:3619352,Mir338,microRNA 338,11,,osteoblast differentiation,,,IDA,,J:285968 
MGI:4441431,Mir2861,microRNA 2861,2,,osteoblast differentiation,,,IDA,,J:155561 
MGI:4441431,Mir2861,microRNA 2861,2,,osteoblast differentiation,,,IMP,,J:155561 
MGI:4834238,Mir3065,microRNA 3065,11,,osteoblast differentiation,,,IDA,,J:285968 
MGI:4950394,Mir3960,microRNA 3960,2,,positive regulation of osteoblast differentiation,,,IDA,,J:171138 
MGI:4950394,Mir3960,microRNA 3960,2,,positive regulation of osteoblast differentiation,,,IMP,,J:171138 
MGI:97169,Msx2,msh homeobox 2,13,,osteoblast development,happens in long bone epiphysis,,IMP,MGI:1926381 ,J:61509 
MGI:97169,Msx2,msh homeobox 2,13,,osteoblast differentiation,,,IDA,,J:94905 
MGI:97169,Msx2,msh homeobox 2,13,,positive regulation of osteoblast differentiation,,,IDA,,J:91833 
MGI:1202864,Myoc,myocilin,1,,osteoblast differentiation,,,IBA,PTN002754680 ,J:265628 
MGI:1202864,Myoc,myocilin,1,,osteoblast differentiation,,,IDA,,J:199600 
MGI:1202864,Myoc,myocilin,1,,osteoblast differentiation,,,ISO,Q99972 ,J:164563 
MGI:108498,Nbr1,"NBR1, autophagy cargo receptor",11,,negative regulation of osteoblast differentiation,,,IMP,,J:162412 
MGI:2443902,Nell1,NEL-like 1,7,,positive regulation of osteoblast differentiation,,,ISO,Q92832 ,J:164563 
MGI:2443902,Nell1,NEL-like 1,7,,regulation of osteoblast differentiation,,,IBA,PTN002778860 ,J:265628 
MGI:2443902,Nell1,NEL-like 1,7,,regulation of osteoblast differentiation,,,ISO,RGD:620998 ,J:155856 
MGI:97306,Nf1,neurofibromin 1,11,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IMP,MGI:1857478 ,J:114925 
MGI:102469,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",18,,negative regulation of osteoblast differentiation,,,IDA,,J:154803 
MGI:109382,Noct,nocturnin,3,,negative regulation of osteoblast differentiation,,,IMP,,J:161288 
MGI:104327,Nog,noggin,11,,negative regulation of osteoblast differentiation,,,ISO,Q13253 ,J:164563 
MGI:104327,Nog,noggin,11,,osteoblast differentiation,,,IBA,PTN000827385 ,J:265628 
MGI:104327,Nog,noggin,11,,osteoblast differentiation,,,IMP,,J:139934 
MGI:97363,Notch1,notch 1,2,,negative regulation of osteoblast differentiation,,,IMP,,J:155019 
MGI:97363,Notch1,notch 1,2,,osteoblast fate commitment,,,NAS,,J:101495 
MGI:2148811,Npnt,nephronectin,3,,positive regulation of osteoblast differentiation,,,IMP,,J:155528 
MGI:2148811,Npnt,nephronectin,3,,positive regulation of osteoblast differentiation,,,IMP,,J:175244 
MGI:97369,Nppc,natriuretic peptide type C,1,,positive regulation of osteoblast differentiation,,,ISO,RGD:620850 ,J:155856 
MGI:2677164,Ostn,osteocrin,16,,negative regulation of osteoblast differentiation,,,IDA,,J:87170 
MGI:1914649,Pdlim7,PDZ and LIM domain 7,13,,positive regulation of osteoblast differentiation,,,ISO,RGD:628769 ,J:155856 
MGI:1096566,Pias2,protein inhibitor of activated STAT 2,18,,regulation of osteoblast differentiation,,PR:Q8C5D8-1,IMP,,J:125002 
MGI:97747,Pparg,peroxisome proliferator activated receptor gamma,6,,negative regulation of osteoblast differentiation,,,ISO,P37231 ,J:164563 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,positive regulation of osteoblast differentiation,,,IMP,,J:103832 
MGI:97592,Prkaca,"protein kinase, cAMP dependent, catalytic, alpha",8,,regulation of osteoblast differentiation,,,ISO,P17612 ,J:164563 
MGI:99879,Prkd1,protein kinase D1,12,,positive regulation of osteoblast differentiation,,,IMP,,J:180571 
MGI:105373,Ptch1,patched 1,13,,negative regulation of osteoblast differentiation,,,ISO,Q13635 ,J:164563 
MGI:104311,Ptger4,prostaglandin E receptor 4 (subtype EP4),15,,positive regulation of osteoblast differentiation,,,ISO,RGD:628641 ,J:155856 
MGI:97801,Pth1r,parathyroid hormone 1 receptor,9,,osteoblast development,"happens in tibia,results in the development of osteoblast",,IMP,MGI:2154519 ,J:108801 
MGI:97800,Pthlh,parathyroid hormone-like peptide,6,,osteoblast development,,,IBA,PTN000425409 ,J:265628 
MGI:97800,Pthlh,parathyroid hormone-like peptide,6,,osteoblast development,"happens in tibia,results in the development of osteoblast",,IMP,MGI:2154515 ,J:108801 
MGI:95481,Ptk2,PTK2 protein tyrosine kinase 2,15,,regulation of osteoblast differentiation,,,ISO,Q05397 ,J:164563 
MGI:2444654,Ranbp3l,RAN binding protein 3-like,15,,negative regulation of osteoblast differentiation,,,IMP,,J:240376 
MGI:2442060,Rassf2,Ras association (RalGDS/AF-6) domain family member 2,2,,regulation of osteoblast differentiation,,,IMP,MGI:5314787 ,J:181952 
MGI:104897,Rest,RE1-silencing transcription factor,5,,regulation of osteoblast differentiation,,,IMP,,J:221584 
MGI:1919202,Riox1,ribosomal oxygenase 1,12,,negative regulation of osteoblast differentiation,,,IMP,,J:156025 
MGI:1343464,Rorb,RAR-related orphan receptor beta,19,,negative regulation of osteoblast differentiation,,,IDA,,J:207072 
MGI:1922667,Rspo2,R-spondin 2,15,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IGI,MGI:88177 ,J:150546 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast development,,,IGI,MGI:1341800 ,J:146013 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast differentiation,,,IGI,MGI:1917649 ,J:100164 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IGI,MGI:88177 ,J:95960 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast differentiation,"happens in skeleton,results in the differentiation of osteoblast",,IMP,MGI:2183833 ,J:95959 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast differentiation,,,ISO,RGD:2282 ,J:155856 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast differentiation,,,ISO,Q13950 ,J:164563 
MGI:99829,Runx2,runt related transcription factor 2,17,,osteoblast fate commitment,,,IGI,MGI:1316736 ,J:93345 
MGI:99829,Runx2,runt related transcription factor 2,17,,positive regulation of osteoblast differentiation,,,IDA,,J:91833 
MGI:99829,Runx2,runt related transcription factor 2,17,,positive regulation of osteoblast differentiation,,,IGI,MGI:1316736 ,J:93345 
MGI:99829,Runx2,runt related transcription factor 2,17,,positive regulation of osteoblast differentiation,,,IGI,MGI:1341800 ,J:146013 
MGI:99829,Runx2,runt related transcription factor 2,17,,positive regulation of osteoblast differentiation,,,ISO,Q13950 ,J:164563 
MGI:99829,Runx2,runt related transcription factor 2,17,,regulation of osteoblast differentiation,,,IDA,,J:173313 
MGI:2679336,Satb2,special AT-rich sequence binding protein 2,1,,osteoblast development,"happens in skeleton,results in the development of osteoblast",,IGI,MGI:96174 ,J:115876 
MGI:2679336,Satb2,special AT-rich sequence binding protein 2,1,,osteoblast development,"happens in skeleton,results in the development of osteoblast",,IMP,MGI:3692768 ,J:115876 
MGI:1928765,Scube2,"signal peptide, CUB domain, EGF-like 2",7,,positive regulation of osteoblast differentiation,,,IDA,,J:226676 
MGI:1928765,Scube2,"signal peptide, CUB domain, EGF-like 2",7,,positive regulation of osteoblast differentiation,,,IGI,MGI:96533 ,J:226676 
MGI:1928765,Scube2,"signal peptide, CUB domain, EGF-like 2",7,,positive regulation of osteoblast differentiation,,,IMP,MGI:5698367 ,J:226676 
MGI:1928765,Scube2,"signal peptide, CUB domain, EGF-like 2",7,,positive regulation of osteoblast differentiation,,,IMP,,J:226676 
MGI:3045253,Scube3,"signal peptide, CUB domain, EGF-like 3",17,,positive regulation of osteoblast differentiation,,,IMP,,J:306541 
MGI:3045253,Scube3,"signal peptide, CUB domain, EGF-like 3",17,,positive regulation of osteoblast differentiation,,,ISO,Q8IX30 ,J:164563 
MGI:109244,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",13,,negative regulation of osteoblast differentiation,,,IMP,,J:178104 
MGI:892014,Sfrp1,secreted frizzled-related protein 1,8,,negative regulation of osteoblast differentiation,,,IMP,MGI:3045799 ,J:89547 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,positive regulation of osteoblast differentiation,,,IGI,MGI:98956 ,J:131066 
MGI:2442062,Sh3pxd2b,SH3 and PX domains 2B,11,,osteoblast fate commitment,,,IMP,,J:235640 
MGI:98297,Shh,sonic hedgehog,5,,osteoblast development,,,IDA,,J:111401 
MGI:1201673,Shox2,short stature homeobox 2,3,,osteoblast differentiation,"happens in intramembranous bone,results in the differentiation of osteoblast,happens in endochondral bone,results in the differentiation of osteoblast",,IMP,MGI:3626291 ,J:138379 
MGI:2385849,Sirt7,sirtuin 7,11,,osteoblast differentiation,,,IMP,,J:266247 
MGI:98310,Ski,ski sarcoma viral oncogene homolog (avian),4,,negative regulation of osteoblast differentiation,,,ISO,P12755 ,J:164563 
MGI:109452,Smad1,SMAD family member 1,8,,osteoblast differentiation,,,IDA,,J:299402 
MGI:109452,Smad1,SMAD family member 1,8,,osteoblast differentiation,,,ISO,Q15797 ,J:164563 
MGI:109452,Smad1,SMAD family member 1,8,,osteoblast fate commitment,,,IGI,MGI:1316736 ,J:93345 
MGI:109452,Smad1,SMAD family member 1,8,,positive regulation of osteoblast differentiation,,,IGI,MGI:1316736 ,J:93345 
MGI:1201674,Smad3,SMAD family member 3,9,,negative regulation of osteoblast differentiation,,,IGI,MGI:1316736 ,J:93345 
MGI:1201674,Smad3,SMAD family member 3,9,,osteoblast development,,,IGI,MGI:1316736 ,J:93345 
MGI:1201674,Smad3,SMAD family member 3,9,,osteoblast differentiation,,,IMP,,J:111518 
MGI:894293,Smad4,SMAD family member 4,18,,osteoblast differentiation,,,ISO,RGD:3033 ,J:155856 
MGI:1328787,Smad5,SMAD family member 5,13,,osteoblast fate commitment,,,IGI,MGI:1316736 ,J:93345 
MGI:1328787,Smad5,SMAD family member 5,13,,positive regulation of osteoblast differentiation,,,IGI,MGI:1316736 ,J:93345 
MGI:1336883,Smad6,SMAD family member 6,9,,negative regulation of osteoblast differentiation,,,ISO,O43541 ,J:164563 
MGI:108075,Smo,"smoothened, frizzled class receptor",6,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IMP,MGI:2176256 ,J:88635 
MGI:1929878,Smoc1,SPARC related  modular calcium binding 1,12,,regulation of osteoblast differentiation,,,ISO,Q9H4F8 ,J:164563 
MGI:1096393,Snai2,snail family zinc finger 2,16,,regulation of osteoblast differentiation,,,ISO,O43623 ,J:164563 
MGI:98364,Sox2,SRY (sex determining region Y)-box 2,3,,negative regulation of osteoblast differentiation,negatively regulates osteoblast differentiation,,IDA,,J:98255 
MGI:98364,Sox2,SRY (sex determining region Y)-box 2,3,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IDA,,J:98255 
MGI:98364,Sox2,SRY (sex determining region Y)-box 2,3,,osteoblast differentiation,,,ISO,P48431 ,J:164563 
MGI:98370,Sox8,SRY (sex determining region Y)-box 8,17,,osteoblast differentiation,,,IMP,MGI:2154329 ,J:98084 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,negative regulation of osteoblast differentiation,,,IDA,,J:277803 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,negative regulation of osteoblast differentiation,,,IDA,,J:287060 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,negative regulation of osteoblast differentiation,,,IMP,,J:183084 
MGI:98359,Sox11,SRY (sex determining region Y)-box 11,12,,positive regulation of osteoblast differentiation,,,ISO,P35716 ,J:164563 
MGI:2153568,Sp7,Sp7 transcription factor 7,15,,osteoblast differentiation,,,IMP,MGI:2159411 ,J:74344 
MGI:2153568,Sp7,Sp7 transcription factor 7,15,,osteoblast differentiation,,,ISO,Q8TDD2 ,J:164563 
MGI:98389,Spp1,secreted phosphoprotein 1,5,,osteoblast differentiation,,,IBA,PTN000064588 ,J:265628 
MGI:98389,Spp1,secreted phosphoprotein 1,5,,osteoblast differentiation,,,ISO,RGD:3752 ,J:155856 
MGI:2138346,Suco,SUN domain containing ossification factor,1,,positive regulation of osteoblast differentiation,,,IMP,,J:159823 
MGI:1350931,Tcirg1,"T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",19,,regulation of osteoblast differentiation,,,IMP,MGI:1856973 ,J:182505 
MGI:2670964,Tent5a,terminal nucleotidyltransferase 5A,9,,positive regulation of osteoblast differentiation,,,IMP,,J:313854 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,osteoblast differentiation,happens in palatal shelf,,IMP,,J:218259 
MGI:1916027,Tmem53,transmembrane protein 53,4,,negative regulation of osteoblast differentiation,,,IMP,,J:306057 
MGI:2140359,Tmem64,transmembrane protein 64,4,,negative regulation of osteoblast differentiation,,,IMP,,J:221949 
MGI:2385228,Tmem119,transmembrane protein 119,5,,osteoblast differentiation,,,IDA,,J:170631 
MGI:2385228,Tmem119,transmembrane protein 119,5,,osteoblast differentiation,,,IMP,,J:170631 
MGI:2385228,Tmem119,transmembrane protein 119,5,,positive regulation of osteoblast differentiation,,,IBA,PTN002823489 ,J:265628 
MGI:2385228,Tmem119,transmembrane protein 119,5,,positive regulation of osteoblast differentiation,,,IDA,,J:273560 
MGI:2385228,Tmem119,transmembrane protein 119,5,,positive regulation of osteoblast differentiation,,,IMP,,J:156020 
MGI:2385228,Tmem119,transmembrane protein 119,5,,positive regulation of osteoblast differentiation,,,IMP,,J:204884 
MGI:2385228,Tmem119,transmembrane protein 119,5,,positive regulation of osteoblast differentiation,,,ISO,Q4V9L6 ,J:164563 
MGI:104798,Tnf,tumor necrosis factor,17,,negative regulation of osteoblast differentiation,,,IDA,,J:175244 
MGI:1195266,Tnfaip6,tumor necrosis factor alpha induced protein 6,2,,negative regulation of osteoblast differentiation,,,ISO,P98066 ,J:164563 
MGI:2665790,Tnn,tenascin N,1,,negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,,,IDA,,J:121509 
MGI:2665790,Tnn,tenascin N,1,,negative regulation of osteoblast differentiation,,,IDA,,J:121509 
MGI:2665790,Tnn,tenascin N,1,,osteoblast development,,,IDA,,J:121509 
MGI:1349721,Tob1,transducer of ErbB-2.1,11,,negative regulation of osteoblast differentiation,,,IMP,MGI:1933294 ,J:66504 
MGI:1915978,Trp53inp2,transformation related protein 53 inducible nuclear protein 2,2,,osteoblast differentiation,,,IMP,,J:182073 
MGI:1330810,Trp63,transformation related protein 63,16,,positive regulation of osteoblast differentiation,,,ISO,Q9H3D4 ,J:164563 
MGI:1915917,Trpm4,"transient receptor potential cation channel, subfamily M, member 4",7,,negative regulation of osteoblast differentiation,,,ISO,RGD:620244 ,J:155856 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,negative regulation of osteoblast differentiation,,,IDA,,J:90056 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,negative regulation of osteoblast differentiation,,,ISO,Q15672 ,J:164563 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,osteoblast differentiation,,,IMP,MGI:1857265 ,J:90056 
MGI:98872,Twist1,twist basic helix-loop-helix transcription factor 1,12,,osteoblast differentiation,,,IMP,MGI:3038818 ,J:90056 
MGI:104685,Twist2,twist basic helix-loop-helix transcription factor 2,1,,negative regulation of osteoblast differentiation,,,IMP,MGI:3044412 ,J:90056 
MGI:104685,Twist2,twist basic helix-loop-helix transcription factor 2,1,,negative regulation of osteoblast differentiation,,,ISO,Q8WVJ9 ,J:164563 
MGI:104685,Twist2,twist basic helix-loop-helix transcription factor 2,1,,osteoblast differentiation,,,IMP,MGI:3044412 ,J:90056 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,negative regulation of osteoblast differentiation,,,IDA,,J:98069 
MGI:1915777,Ucma,upper zone of growth plate and cartilage matrix associated,2,,negative regulation of osteoblast differentiation,negatively regulates osteoblast differentiation,,IDA,,J:134001 
MGI:1915777,Ucma,upper zone of growth plate and cartilage matrix associated,2,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IDA,,J:134001 
MGI:1915777,Ucma,upper zone of growth plate and cartilage matrix associated,2,,regulation of osteoblast differentiation,,,IEA,IPR031386 ,J:72247 
MGI:103178,Vegfa,vascular endothelial growth factor A,17,,positive regulation of osteoblast differentiation,,,IMP,MGI:1931048 ,J:191431 
MGI:109124,Vegfc,vascular endothelial growth factor C,8,,negative regulation of osteoblast differentiation,,,IDA,,J:281213 
MGI:98955,Wnt3,"wingless-type MMTV integration site family, member 3",11,,canonical Wnt signaling pathway involved in osteoblast differentiation,,,ISO,P56703 ,J:164563 
MGI:98956,Wnt3a,"wingless-type MMTV integration site family, member 3A",11,,osteoblast differentiation,,,IGI,MGI:88613 ,J:107256 
MGI:98957,Wnt4,"wingless-type MMTV integration site family, member 4",4,,positive regulation of osteoblast differentiation,,,ISO,P56705 ,J:164563 
MGI:98962,Wnt7b,"wingless-type MMTV integration site family, member 7B",15,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IDA,,J:94274 
MGI:98962,Wnt7b,"wingless-type MMTV integration site family, member 7B",15,,positive regulation of osteoblast differentiation,positively regulates osteoblast differentiation,,IDA,,J:94274 
MGI:108061,Wnt10b,"wingless-type MMTV integration site family, member 10B",15,,osteoblast differentiation,"results in the differentiation of T cell,results in the differentiation of UBERON:0000061",,IDA,,J:152384 
MGI:108061,Wnt10b,"wingless-type MMTV integration site family, member 10B",15,,positive regulation of osteoblast differentiation,"positively regulates osteoblast differentiation,positively regulates T cell differentiation",,IDA,,J:152384 
MGI:108061,Wnt10b,"wingless-type MMTV integration site family, member 10B",15,,positive regulation of osteoblast differentiation,,,IDA,,J:97016 
MGI:101948,Wnt11,"wingless-type MMTV integration site family, member 11",7,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IGI,MGI:1922667 ,J:150546 
MGI:101948,Wnt11,"wingless-type MMTV integration site family, member 11",7,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IGI,MGI:88177 ,J:150546 
MGI:1931237,Wwox,WW domain-containing oxidoreductase,8,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IMP,MGI:3704944 ,J:138140 
MGI:1917649,Wwtr1,WW domain containing transcription regulator 1,3,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IGI,MGI:88177 ,J:100164 
MGI:1917649,Wwtr1,WW domain containing transcription regulator 1,3,,osteoblast differentiation,"results in the differentiation of osteoblast,results in the differentiation of UBERON:0000061",,IMP,,J:100164 
MGI:1917649,Wwtr1,WW domain containing transcription regulator 1,3,,positive regulation of osteoblast differentiation,,,ISO,Q9GZV5 ,J:164563 
MGI:103262,Yap1,yes-associated protein 1,9,,positive regulation of osteoblast differentiation,,,ISO,P46937 ,J:164563 
MGI:1916754,Zfp932,zinc finger protein 932,5,,negative regulation of osteoblast differentiation,,,TAS,,J:205031 
MGI:2444772,Zhx3,zinc fingers and homeoboxes 3,2,,positive regulation of osteoblast differentiation,,,ISO,Q9H4I2 ,J:164563 
