MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:96396,Id1,"inhibitor of DNA binding 1, HLH protein",2,,BMP signaling pathway,,,IDA,,J:97303 
MGI:1195267,Ilk,integrin linked kinase,7,,positive regulation of BMP signaling pathway,,,IMP,,J:172937 
MGI:96570,Inhba,inhibin beta-A,13,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:96571,Inhbb,inhibin beta-B,1,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:105932,Inhbc,inhibin beta-C,10,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:109269,Inhbe,inhibin beta-E,10,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:96602,Itga3,integrin alpha 3,11,,regulation of BMP signaling pathway,,,ISO,P26006 ,J:164563 
MGI:2141640,Kcp,kielin/chordin-like protein,6,,positive regulation of BMP signaling pathway,,,IBA,PTN001682784 ,J:265628 
MGI:2141640,Kcp,kielin/chordin-like protein,6,,positive regulation of BMP signaling pathway,,,IDA,,J:97529 
MGI:96683,Kdr,kinase insert domain protein receptor,5,,positive regulation of BMP signaling pathway,,,IDA,,J:164086 
MGI:96770,Lef1,lymphoid enhancer binding factor 1,3,,BMP signaling pathway,,,IDA,,J:50462 
MGI:107405,Lefty1,left right determination factor 1,1,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:2443573,Lefty2,left-right determination factor 2,1,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:2385045,Lemd2,LEM domain containing 2,17,,negative regulation of BMP signaling pathway,,,IBA,PTN000334938 ,J:265628 
MGI:3580376,Lemd3,LEM domain containing 3,10,,negative regulation of BMP signaling pathway,,,IBA,PTN000334938 ,J:265628 
MGI:3580376,Lemd3,LEM domain containing 3,10,,negative regulation of BMP signaling pathway,,,ISO,Q9Y2U8 ,J:164563 
MGI:95794,Lrp2,low density lipoprotein receptor-related protein 2,2,,negative regulation of BMP signaling pathway,,,IMP,,J:243398 
MGI:1346859,Mapk3,mitogen-activated protein kinase 3,7,,BMP signaling pathway,,,ISO,P27361 ,J:164563 
MGI:2446294,Megf8,multiple EGF-like-domains 8,7,,BMP signaling pathway,results in the morphogenesis of trigeminal nerve ophthalmic division,,IGI,O35607 ,J:206541 
MGI:2676843,Mir16-1,microRNA 16-1,14,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676897,Mir23a,microRNA 23a,8,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676805,Mir122,microRNA 122,18,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676809,Mir125a,microRNA 125a,17,,BMP signaling pathway,happens in embryonic stem cell,,IGI,MGI:1338938 ,J:192401 
MGI:2676832,Mir147,microRNA 147,2,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676886,Mir210,microRNA 210,7,,BMP signaling pathway,,,IDA,,J:150848 
MGI:3619341,Mir329,microRNA 329,12,,BMP signaling pathway,,,IDA,,J:150848 
MGI:3629709,Mir675,microRNA 675,7,,negative regulation of BMP signaling pathway,,,IMP,,J:209142 
MGI:2676793,Mirlet7a-1,microRNA let7a-1,13,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676794,Mirlet7b,microRNA let7b,15,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676796,Mirlet7d,microRNA let7d,13,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676798,Mirlet7f-1,microRNA let7f-1,13,,BMP signaling pathway,,,IDA,,J:150848 
MGI:2676799,Mirlet7f-2,microRNA let7f-2,X,,BMP signaling pathway,,,IDA,,J:150848 
MGI:97168,Msx1,msh homeobox 1,5,,BMP signaling pathway,happens in neural tube,,IDA,,J:138713 
MGI:97168,Msx1,msh homeobox 1,5,,BMP signaling pathway,happens in outflow tract,,IGI,MGI:97169 ,J:124119 
MGI:97168,Msx1,msh homeobox 1,5,,BMP signaling pathway,happens in heart,,IGI,MGI:97169 ,J:139946 
MGI:97168,Msx1,msh homeobox 1,5,,BMP signaling pathway,,,ISO,P28361 ,J:157031 
MGI:97168,Msx1,msh homeobox 1,5,,BMP signaling pathway involved in heart development,happens in heart,,IGI,MGI:97169 ,J:139946 
MGI:97168,Msx1,msh homeobox 1,5,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IGI,MGI:97169 ,J:139946 
MGI:97169,Msx2,msh homeobox 2,13,,BMP signaling pathway,happens in neural tube,,IDA,,J:138713 
MGI:97169,Msx2,msh homeobox 2,13,,BMP signaling pathway,happens in outflow tract,,IGI,MGI:97168 ,J:124119 
MGI:97169,Msx2,msh homeobox 2,13,,BMP signaling pathway,happens in heart,,IGI,MGI:97168 ,J:139946 
MGI:97169,Msx2,msh homeobox 2,13,,BMP signaling pathway involved in heart development,happens in heart,,IGI,MGI:97168 ,J:139946 
MGI:97169,Msx2,msh homeobox 2,13,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IGI,MGI:97168 ,J:139946 
MGI:1919200,Nanog,Nanog homeobox,6,,BMP signaling pathway,happens in epiblast cell,,IDA,,J:111703 
MGI:1919200,Nanog,Nanog homeobox,6,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IDA,,J:111703 
MGI:104591,Nbl1,"NBL1, DAN family BMP antagonist",4,,negative regulation of BMP signaling pathway,,,IDA,,J:197419 
MGI:104591,Nbl1,"NBL1, DAN family BMP antagonist",4,,sequestering of BMP from receptor via BMP binding,,,IBA,PTN002309998 ,J:265628 
MGI:104591,Nbl1,"NBL1, DAN family BMP antagonist",4,,sequestering of BMP in extracellular matrix,,,IDA,,J:47309 
MGI:1097159,Neo1,neogenin,9,,positive regulation of BMP signaling pathway,,,IGI,MGI:88177 ,J:160796 
MGI:108056,Nfia,nuclear factor I/A,4,,BMP signaling pathway,,,IMP,MGI:2449024 ,J:253985 
MGI:97359,Nodal,nodal,10,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:104327,Nog,noggin,11,,BMP signaling pathway,"is a part of visual learning,is a part of exploration behavior,is a part of regulation of neuronal synaptic plasticity,is a part of long-term synaptic potentiation,is a part of presynaptic modulation of chemical synaptic transmission,is a part of short-term synaptic potentiation",,IDA,,J:123318 
MGI:104327,Nog,noggin,11,,BMP signaling pathway,happens in embryonic stem cell,,IDA,,J:155850 
MGI:104327,Nog,noggin,11,,BMP signaling pathway,"is a part of smoothened signaling pathway,is a part of cell population proliferation,is a part of fibroblast growth factor receptor signaling pathway,is a part of forebrain development,is a part of cranial skeletal system development",,IGI,MGI:1313268 ,J:79855 
MGI:104327,Nog,noggin,11,,BMP signaling pathway involved in heart development,,,IMP,,J:133691 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IBA,PTN000827385 ,J:265628 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IDA,,J:101046 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IDA,,J:120067 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IDA,,J:122704 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IDA,,J:155850 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IDA,,J:157031 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IDA,,J:90643 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IGI,MGI:88177 ,J:154664 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IGI,MGI:88182 ,J:154664 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,IMP,MGI:1862000 ,J:110617 
MGI:104327,Nog,noggin,11,,negative regulation of BMP signaling pathway,,,ISO,Q13253 ,J:164563 
MGI:104327,Nog,noggin,11,,regulation of BMP signaling pathway,,,IMP,MGI:1862000 ,J:121318 
MGI:97363,Notch1,notch 1,2,,negative regulation of BMP signaling pathway,,,IMP,,J:155019 
MGI:97363,Notch1,notch 1,2,,positive regulation of BMP signaling pathway,,,IDA,,J:166398 
MGI:97364,Notch2,notch 2,3,,BMP signaling pathway,happens in eye,,IMP,MGI:3617328 ,J:197419 
MGI:97364,Notch2,notch 2,3,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IMP,MGI:3617328 ,J:197419 
MGI:2443665,Numa1,nuclear mitotic apparatus protein 1,7,,positive regulation of BMP signaling pathway,,,IMP,,J:229900 
MGI:107490,Pdcd4,programmed cell death 4,19,,BMP signaling pathway,,,ISO,Q53EL6 ,J:164563 
MGI:2145154,Pelo,pelota mRNA surveillance and ribosome rescue factor,13,,positive regulation of BMP signaling pathway,,,IMP,MGI:2450933 ,J:228122 
MGI:97747,Pparg,peroxisome proliferator activated receptor gamma,6,,BMP signaling pathway,,,ISO,P37231 ,J:164563 
MGI:97747,Pparg,peroxisome proliferator activated receptor gamma,6,,negative regulation of BMP signaling pathway,,,ISO,P37231 ,J:164563 
MGI:99878,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",12,,negative regulation of BMP signaling pathway,,,IMP,,J:217224 
MGI:96522,Rbpj,recombination signal binding protein for immunoglobulin kappa J region,5,,positive regulation of BMP signaling pathway,,,IMP,,J:119151 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,BMP signaling pathway,,,IBA,PTN001265550 ,J:265628 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,BMP signaling pathway,,,IGI,MGI:88177 ,J:101046 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,BMP signaling pathway,,,IGI,MGI:88181 ,J:101046 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,regulation of BMP signaling pathway,regulates BMP signaling pathway,,IDA,,J:123381 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,regulation of BMP signaling pathway,regulates BMP signaling pathway,,IMP,,J:123381 
MGI:2679262,Rgma,repulsive guidance molecule family member A,7,,regulation of BMP signaling pathway,,,ISO,NP_064596 ,J:123381 
MGI:1916049,Rgmb,repulsive guidance molecule family member B,17,,BMP signaling pathway,,,IBA,PTN001265550 ,J:265628 
MGI:1916049,Rgmb,repulsive guidance molecule family member B,17,,BMP signaling pathway,,,IDA,,J:98740 
MGI:2444521,Rnf165,ring finger protein 165,18,,positive regulation of BMP signaling pathway,,,IBA,PTN001007268 ,J:265628 
MGI:2444521,Rnf165,ring finger protein 165,18,,positive regulation of BMP signaling pathway,,,IMP,MGI:5516581 ,J:198828 
MGI:1347521,Ror2,receptor tyrosine kinase-like orphan receptor 2,13,,BMP signaling pathway,,,IMP,MGI:3793279 ,J:163602 
MGI:99829,Runx2,runt related transcription factor 2,17,,BMP signaling pathway,,,IMP,,J:196266 
MGI:3045253,Scube3,"signal peptide, CUB domain, EGF-like 3",17,,positive regulation of BMP signaling pathway,,,ISO,Q8IX30 ,J:164563 
MGI:102934,Scx,scleraxis scleraxis bHLH transcription factor,15,,BMP signaling pathway,,,IMP,,J:156015 
MGI:892014,Sfrp1,secreted frizzled-related protein 1,8,,BMP signaling pathway,happens in neural tube,,IGI,MGI:108078 ,J:157031 
MGI:892014,Sfrp1,secreted frizzled-related protein 1,8,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:108078 ,J:157031 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,BMP signaling pathway,happens in neural tube,,IGI,MGI:892014 ,J:157031 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,negative regulation of BMP signaling pathway,,,IDA,,J:157031 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:892014 ,J:157031 
MGI:892010,Sfrp4,secreted frizzled-related protein 4,13,,regulation of BMP signaling pathway,,,IMP,,J:234467 
MGI:98310,Ski,ski sarcoma viral oncogene homolog (avian),4,,negative regulation of BMP signaling pathway,,,IBA,PTN000000299 ,J:265628 
MGI:98310,Ski,ski sarcoma viral oncogene homolog (avian),4,,negative regulation of BMP signaling pathway,,,IGI,MGI:88177 ,J:178818 
MGI:98310,Ski,ski sarcoma viral oncogene homolog (avian),4,,negative regulation of BMP signaling pathway,,,ISO,P12755 ,J:164563 
MGI:106203,Skil,SKI-like,3,,negative regulation of BMP signaling pathway,,,IBA,PTN000000299 ,J:265628 
MGI:2443473,Skor1,SKI family transcriptional corepressor 1,9,,negative regulation of BMP signaling pathway,,,IBA,PTN000000299 ,J:265628 
MGI:2443473,Skor1,SKI family transcriptional corepressor 1,9,,negative regulation of BMP signaling pathway,,,ISO,P84550 ,J:164563 
MGI:3645984,Skor2,SKI family transcriptional corepressor 2,18,,negative regulation of BMP signaling pathway,,,IBA,PTN000000299 ,J:265628 
MGI:3645984,Skor2,SKI family transcriptional corepressor 2,18,,negative regulation of BMP signaling pathway,,,IGI,MGI:88177 ,J:178818 
MGI:1919336,Slc39a5,"solute carrier family 39 (metal ion transporter), member 5",10,,BMP signaling pathway,,,IBA,PTN002638841 ,J:265628 
MGI:1919336,Slc39a5,"solute carrier family 39 (metal ion transporter), member 5",10,,BMP signaling pathway,,,ISO,Q6ZMH5 ,J:164563 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IBA,PTN000344419 ,J:265628 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IDA,,J:217224 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IDA,,J:299317 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,MGI:107191 ,J:109016 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,MGI:1328787 ,J:147287 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,MGI:1859993 ,J:147287 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,MGI:1916835 ,J:109016 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,MGI:88177 ,J:109016 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,happens in liver,,IGI,P20722 ,J:151027 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IGI,P97454 ,J:196266 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,IMP,MGI:3045218 ,J:90769 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,ISO,RGD:3030 ,J:155856 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,ISO,Q15797 ,J:164563 
MGI:109452,Smad1,SMAD family member 1,8,,BMP signaling pathway,,,TAS,,J:79484 
MGI:108051,Smad2,SMAD family member 2,18,,positive regulation of BMP signaling pathway,,,ISO,Q15796 ,J:164563 
MGI:894293,Smad4,SMAD family member 4,18,,BMP signaling pathway,,,IBA,PTN000344419 ,J:265628 
MGI:894293,Smad4,SMAD family member 4,18,,BMP signaling pathway,happens in hepatocyte,,IMP,,J:129666 
MGI:894293,Smad4,SMAD family member 4,18,,BMP signaling pathway,,,ISO,Q13485 ,J:164563 
MGI:894293,Smad4,SMAD family member 4,18,,positive regulation of BMP signaling pathway,,,ISO,Q13485 ,J:164563 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,,,IBA,PTN000344419 ,J:265628 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,happens in neural tube,,IDA,,J:138713 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,,,IGI,MGI:109452 ,J:147287 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,,,IGI,MGI:1859993 ,J:147287 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,happens in liver,,IGI,P20722 ,J:151027 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,,,IGI,P70340 ,J:196266 
MGI:1328787,Smad5,SMAD family member 5,13,,BMP signaling pathway,,,TAS,,J:79484 
MGI:1336883,Smad6,SMAD family member 6,9,,BMP signaling pathway,,,IBA,PTN008550639 ,J:265628 
MGI:1336883,Smad6,SMAD family member 6,9,,BMP signaling pathway,,,ISO,O43541 ,J:164563 
MGI:1336883,Smad6,SMAD family member 6,9,,negative regulation of BMP signaling pathway,,,ISO,O43541 ,J:164563 
MGI:1100518,Smad7,SMAD family member 7,18,,negative regulation of BMP signaling pathway,,,IDA,,J:157031 
MGI:1100518,Smad7,SMAD family member 7,18,,negative regulation of BMP signaling pathway,,,ISO,O15105 ,J:164563 
MGI:1859993,Smad9,SMAD family member 9,3,,BMP signaling pathway,,,IBA,PTN000344419 ,J:265628 
MGI:1859993,Smad9,SMAD family member 9,3,,BMP signaling pathway,happens in neural tube,,IDA,,J:138713 
MGI:1859993,Smad9,SMAD family member 9,3,,BMP signaling pathway,,,IGI,MGI:109452 ,J:147287 
MGI:1859993,Smad9,SMAD family member 9,3,,BMP signaling pathway,,,IGI,MGI:1328787 ,J:147287 
MGI:1859993,Smad9,SMAD family member 9,3,,BMP signaling pathway,happens in liver,,IGI,P20722 ,J:151027 
MGI:1927578,Smpd3,"sphingomyelin phosphodiesterase 3, neutral",8,,BMP signaling pathway,,,IDA,,J:212995 
MGI:1923038,Smurf1,SMAD specific E3 ubiquitin protein ligase 1,5,,BMP signaling pathway,,,ISO,Q9HCE7 ,J:164563 
MGI:1923038,Smurf1,SMAD specific E3 ubiquitin protein ligase 1,5,,negative regulation of BMP signaling pathway,,,IBA,PTN002258298 ,J:265628 
MGI:1923038,Smurf1,SMAD specific E3 ubiquitin protein ligase 1,5,,negative regulation of BMP signaling pathway,,,ISO,Q9HCE7 ,J:164563 
MGI:1913563,Smurf2,SMAD specific E3 ubiquitin protein ligase 2,11,,negative regulation of BMP signaling pathway,,,IBA,PTN002258298 ,J:265628 
MGI:1202296,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",9,,negative regulation of BMP signaling pathway,,,IMP,,J:228024 
MGI:1921749,Sost,sclerostin,11,,BMP signaling pathway,happens in osteoblast,,IDA,,J:128100 
MGI:1921749,Sost,sclerostin,11,,negative regulation of BMP signaling pathway,,,IBA,PTN001028853 ,J:265628 
MGI:1921749,Sost,sclerostin,11,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IDA,,J:128100 
MGI:1921749,Sost,sclerostin,11,,negative regulation of BMP signaling pathway,,,ISO,Q9BQB4 ,J:86838 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,BMP signaling pathway,"happens in epithelial cell,happens in lower jaw molar epithelium",,IDA,,J:101382 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,BMP signaling pathway,"happens in epithelial cell,happens in lower jaw molar epithelium",,IGI,MGI:88180 ,J:101382 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,negative regulation of BMP signaling pathway,,,IBA,PTN001028853 ,J:265628 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IDA,,J:101382 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,negative regulation of BMP signaling pathway,,,IDA,,J:86665 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:88180 ,J:101382 
MGI:1913292,Sostdc1,sclerostin domain containing 1,12,,negative regulation of BMP signaling pathway,,,ISO,Q6X4U4 ,J:164563 
MGI:98359,Sox11,SRY (sex determining region Y)-box 11,12,,positive regulation of BMP signaling pathway,,,IMP,,J:136878 
MGI:2139806,Spart,spartin,3,,BMP signaling pathway,happens in fibroblast,,IMP,MGI:5430946 ,J:185987 
MGI:2139806,Spart,spartin,3,,negative regulation of BMP signaling pathway,,,IBA,PTN000472066 ,J:265628 
MGI:2139806,Spart,spartin,3,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IMP,MGI:5430946 ,J:185987 
MGI:2138563,Sulf1,sulfatase 1,1,,positive regulation of BMP signaling pathway,,,ISO,Q8IWU6 ,J:164563 
MGI:1888496,Tbx20,T-box 20,9,,positive regulation of BMP signaling pathway,"happens in endocardial cushion,is a part of positive regulation of epithelial to mesenchymal transition",,IMP,,J:178530 
MGI:1202879,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",19,,BMP signaling pathway,happens in Rathke's pouch,,IMP,MGI:1926344 ,J:127546 
MGI:1202879,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",19,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IMP,MGI:1926344 ,J:127546 
MGI:104672,Tfap2b,transcription factor AP-2 beta,1,,regulation of BMP signaling pathway,,,IMP,,J:175832 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:98727,Tgfb3,"transforming growth factor, beta 3",12,,BMP signaling pathway,,,IBA,PTN000932183 ,J:265628 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,BMP signaling pathway,happens in palatal shelf,,IMP,,J:218259 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,BMP signaling pathway,,,ISO,Q03167 ,J:164563 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IMP,,J:218259 
MGI:1916027,Tmem53,transmembrane protein 53,4,,negative regulation of BMP signaling pathway,,,IMP,,J:306057 
MGI:1916027,Tmem53,transmembrane protein 53,4,,negative regulation of BMP signaling pathway,,,ISO,Q6P2H8 ,J:164563 
MGI:1915138,Tmem100,transmembrane protein 100,11,,BMP signaling pathway,,,ISO,Q9NV29 ,J:164563 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,BMP signaling pathway,happens in hepatocyte,,IGI,MGI:1321394 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,BMP signaling pathway,happens in hepatocyte,,IGI,MGI:1916835 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,BMP signaling pathway,happens in hepatocyte,,IGI,MGI:88177 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,BMP signaling pathway,happens in hepatocyte,,IGI,MGI:88180 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:1321394 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:1916835 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:88177 ,J:182123 
MGI:1919003,Tmprss6,transmembrane serine protease 6,15,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IGI,MGI:88180 ,J:182123 
MGI:1195266,Tnfaip6,tumor necrosis factor alpha induced protein 6,2,,negative regulation of BMP signaling pathway,,,ISO,P98066 ,J:164563 
MGI:1349721,Tob1,transducer of ErbB-2.1,11,,negative regulation of BMP signaling pathway,,,IDA,,J:66504 
MGI:2137357,Trim33,tripartite motif-containing 33,3,,negative regulation of BMP signaling pathway,,,ISO,Q9UPN9 ,J:164563 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,BMP signaling pathway,,,IGI,MGI:88180 ,J:90398 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,negative regulation of BMP signaling pathway,,,IDA,,J:98069 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,negative regulation of BMP signaling pathway,,,IMP,MGI:2655736 ,J:82738 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,positive regulation of BMP signaling pathway,,,IMP,MGI:2655736 ,J:82738 
MGI:2137520,Twsg1,twisted gastrulation BMP signaling modulator 1,17,,regulation of BMP signaling pathway,,,IBA,PTN000267834 ,J:265628 
MGI:2444266,Ube2o,ubiquitin-conjugating enzyme E2O,11,,positive regulation of BMP signaling pathway,,,ISO,Q9C0C9 ,J:164563 
MGI:894681,Usp9x,"ubiquitin specific peptidase 9, X chromosome",X,,BMP signaling pathway,,,ISO,Q93008 ,J:164563 
MGI:101857,Usp15,ubiquitin specific peptidase 15,10,,BMP signaling pathway,,,ISO,Q9Y4E8 ,J:164563 
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,BMP signaling pathway,happens in stem cell,,IGI,MGI:1338938 ,J:193667 
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,BMP signaling pathway,happens in embryonic stem cell,,IGI,MGI:2676809 ,J:192401 
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,BMP signaling pathway,happens in stem cell,,IMP,,J:193667 
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IGI,MGI:1338938 ,J:193667 
MGI:1921298,Vsir,V-set immunoregulatory receptor,10,,positive regulation of BMP signaling pathway,positively regulates BMP signaling pathway,,IMP,,J:193667 
MGI:2442987,Vwc2,von Willebrand factor C domain containing 2,11,,negative regulation of BMP signaling pathway,,,IBA,PTN002921765 ,J:265628 
MGI:2442987,Vwc2,von Willebrand factor C domain containing 2,11,,negative regulation of BMP signaling pathway,,,IDA,,J:122704 
MGI:2444069,Vwc2l,von Willebrand factor C domain-containing protein 2-like,1,,negative regulation of BMP signaling pathway,,,IBA,PTN002921765 ,J:265628 
MGI:2444069,Vwc2l,von Willebrand factor C domain-containing protein 2-like,1,,negative regulation of BMP signaling pathway,,,IGI,MGI:88177 ,J:154664 
MGI:2444069,Vwc2l,von Willebrand factor C domain-containing protein 2-like,1,,negative regulation of BMP signaling pathway,,,IGI,MGI:88182 ,J:154664 
MGI:98953,Wnt1,"wingless-type MMTV integration site family, member 1",15,,BMP signaling pathway,,,ISO,Q91029 ,J:157031 
MGI:98953,Wnt1,"wingless-type MMTV integration site family, member 1",15,,negative regulation of BMP signaling pathway,,,ISO,P04628 ,J:164563 
MGI:98956,Wnt3a,"wingless-type MMTV integration site family, member 3A",11,,BMP signaling pathway,,,ISO,Q2LMP1 ,J:157031 
MGI:98958,Wnt5a,"wingless-type MMTV integration site family, member 5A",14,,BMP signaling pathway,happens in diencephalon,,IMP,MGI:1857617 ,J:132979 
MGI:98958,Wnt5a,"wingless-type MMTV integration site family, member 5A",14,,negative regulation of BMP signaling pathway,negatively regulates BMP signaling pathway,,IMP,MGI:1857617 ,J:132979 
MGI:1919943,Zcchc12,"zinc finger, CCHC domain containing 12",X,,BMP signaling pathway,,,IDA,,J:152281 
MGI:2389445,Zfp128,zinc finger protein 128,7,,BMP signaling pathway,,,IMP,,J:79484 
MGI:1891217,Zfp423,zinc finger protein 423,8,,positive regulation of BMP signaling pathway,,,IDA,,J:166398 
